,PassengerId,Cabin,Transported
2152,2306_03,C/82/P,0
2153,2306_04,C/82/P,1
2154,2306_05,C/82/P,1
2155,2306_06,C/82/P,0
2156,2308_01,D/77/S,1
2157,2308_02,D/77/S,0
2158,2308_03,D/77/S,0
2159,2308_04,D/77/S,1
2160,2309_01,G/371/P,0
2161,2310_01,D/68/P,1
2162,2310_02,D/68/P,1
2163,2310_03,D/68/P,0
2164,2310_04,D/68/P,1
2165,2311_01,G/372/P,0
2166,2312_01,G/369/S,0
2167,2313_01,F/469/P,0
2168,2314_01,G/370/S,0
2169,2315_01,B/67/P,1
2170,2316_01,G/371/S,1
2171,2317_01,G/372/S,0
2172,2318_01,F/470/P,0
2173,2319_01,G/373/P,0
2174,2320_01,F/450/S,0
2175,2321_01,G/373/S,1
2176,2325_01,G/374/S,0
2177,2327_01,B/68/P,1
2178,2329_01,F/472/P,1
2179,2332_01,F/453/S,0
2180,2333_01,E/137/P,0
2181,2336_01,A/30/S,1
2182,2336_02,A/30/S,0
2183,2338_01,G/376/P,1
2184,2338_02,F/474/P,0
2185,2339_01,F/475/P,0
2186,2340_01,F/454/S,0
2187,2341_01,F/455/S,1
2188,2345_01,G/378/S,0
2189,2347_01,F/477/P,0
2190,2347_02,G/377/P,1
2191,2347_03,G/377/P,0
2192,2347_04,G/377/P,1
2193,2347_05,G/377/P,1
2194,2347_06,G/377/P,0
2195,2347_07,G/377/P,0
2196,2348_01,D/78/S,0
2197,2349_01,G/379/S,0
2198,2353_01,G/380/S,1
2199,2353_02,F/457/S,0
2200,2356_01,D/80/S,0
2201,2356_02,D/80/S,1
2202,2356_03,D/80/S,1
2203,2357_01,E/139/P,0
2204,2360_01,G/379/P,1
2205,2361_01,G/380/P,0
2206,2361_02,F/481/P,1
2207,2363_01,C/85/S,1
2208,2364_01,G/381/P,1
2209,2365_01,D/71/P,1
2210,2366_01,F/482/P,0
2211,2367_01,F/483/P,0
2212,2368_01,E/141/P,0
2213,2369_01,F/484/P,0
2214,2373_01,D/81/S,0
2215,2374_01,E/166/S,1
2216,2375_01,G/383/P,1
2217,2376_01,F/459/S,0
2218,2377_01,C/83/P,1
2219,2379_01,F/487/P,0
2220,2382_01,F/488/P,0
2221,2384_01,G/383/S,0
2222,2384_02,G/383/S,0
2223,2384_03,G/383/S,1
2224,2384_04,G/383/S,1
2225,2384_05,G/383/S,0
2226,2384_06,G/383/S,0
2227,2384_07,,1
2228,2385_01,F/461/S,0
2229,2387_01,E/142/P,1
2230,2389_01,G/384/S,0
2231,2390_01,G/385/P,0
2232,2391_01,E/143/P,0
2233,2392_01,G/386/P,1
2234,2395_01,G/387/P,0
2235,2396_01,E/168/S,0
2236,2396_02,G/386/S,0
2237,2397_01,G/387/S,0
2238,2398_01,F/490/P,0
2239,2399_01,E/169/S,0
2240,2401_01,G/388/P,1
2241,2402_01,G/389/P,0
2242,2403_01,G/388/S,0
2243,2404_01,C/86/S,0
2244,2404_02,C/86/S,1
2245,2404_03,C/86/S,1
2246,2404_04,C/86/S,1
2247,2406_01,F/465/S,1
2248,2409_01,F/492/P,0
2249,2409_02,G/390/P,1
2250,2410_01,G/391/P,1
2251,2411_01,F/493/P,1
2252,2412_01,G/392/P,1
2253,2413_01,G/390/S,1
2254,2414_01,T/1/P,0
2255,2416_01,G/391/S,0
2256,2417_01,G/393/P,0
2257,2419_01,G/394/P,1
2258,2421_01,E/145/P,1
2259,2423_01,G/395/P,0
2260,2424_01,G/393/S,1
2261,2426_01,F/466/S,1
2262,2426_02,F/466/S,1
2263,2427_01,B/94/S,1
2264,2429_01,F/497/P,0
2265,2431_01,F/498/P,0
2266,2432_01,F/499/P,0
2267,2433_01,C/84/P,1
2268,2435_01,F/467/S,0
2269,2436_01,F/501/P,0
2270,2438_01,F/503/P,1
2271,2439_01,F/504/P,1
2272,2441_01,F/468/S,0
2273,2442_01,F/505/P,1
2274,2443_01,D/72/P,0
2275,2444_01,F/506/P,0
2276,2445_01,E/170/S,0
2277,2446_01,F/507/P,1
2278,2449_01,F/508/P,1
2279,2449_02,E/146/P,0
2280,2449_03,F/508/P,1
2281,2451_01,G/395/S,0
2282,2452_01,F/470/S,0
2283,2453_01,E/147/P,1
2284,2454_01,F/510/P,0
2285,2455_01,F/471/S,0
2286,2456_01,G/399/P,0
2287,2457_01,G/400/P,1
2288,2458_01,F/511/P,1
2289,2460_01,G/402/P,1
2290,2461_01,G/396/S,0
2291,2462_01,G/397/S,0
2292,2463_01,E/171/S,0
2293,2466_01,F/472/S,0
2294,2467_01,D/83/S,0
2295,2470_01,G/398/S,0
2296,2470_02,G/398/S,0
2297,2471_01,G/403/P,0
2298,2472_01,E/173/S,0
2299,2474_01,F/475/S,1
2300,2475_01,C/85/P,0
2301,2476_01,F/512/P,0
2302,2477_01,C/86/P,1
2303,2477_02,C/86/P,1
2304,2478_01,G/404/P,0
2305,2479_01,,0
2306,2480_01,F/476/S,0
2307,2483_01,F/477/S,0
2308,2486_01,F/513/P,0
2309,2486_02,F/513/P,0
2310,2488_01,D/85/S,0
2311,2489_01,B/72/P,1
2312,2491_01,G/401/S,0
2313,2492_01,F/480/S,1
2314,2496_01,F/481/S,0
2315,2497_01,,0
2316,2498_01,E/176/S,0
2317,2499_01,C/89/S,1
2318,2500_01,G/403/S,0
2319,2502_01,G/404/S,0
2320,2503_01,F/516/P,0
2321,2503_02,F/516/P,1
2322,2505_01,E/149/P,0
2323,2505_02,E/149/P,0
2324,2506_01,A/19/P,0
2325,2506_02,A/19/P,1
2326,2506_03,A/19/P,0
2327,2508_01,D/86/S,1
2328,2508_02,D/86/S,1
2329,2509_01,F/483/S,0
2330,2510_01,F/517/P,1
2331,2512_01,C/91/S,0
2332,2512_02,C/91/S,1
2333,2513_01,,0
2334,2515_01,B/96/S,0
2335,2515_02,B/96/S,1
2336,2516_01,G/406/P,0
2337,2518_01,C/87/P,1
2338,2518_02,C/87/P,1
2339,2519_01,F/485/S,1
2340,2520_01,C/88/P,0
2341,2521_01,E/151/P,0
2342,2522_01,F/520/P,1
2343,2523_01,B/73/P,1
2344,2524_01,D/74/P,1
2345,2526_01,B/74/P,1
2346,2527_01,G/405/S,1
2347,2528_01,F/487/S,1
2348,2530_01,F/488/S,0
2349,2531_01,G/407/P,1
2350,2532_01,F/489/S,0
2351,2532_02,F/489/S,1
2352,2534_01,B/75/P,0
2353,2534_02,B/75/P,1
2354,2535_01,G/409/P,0
2355,2537_01,E/152/P,1
2356,2540_01,E/177/S,0
2357,2541_01,B/77/P,0
2358,2542_01,E/153/P,0
2359,2544_01,B/97/S,1
2360,2544_02,B/97/S,0
2361,2545_01,G/410/P,0
2362,2546_01,F/491/S,0
2363,2547_01,,0
2364,2547_02,A/20/P,1
2365,2548_01,G/407/S,0
2366,2549_01,F/522/P,0
2367,2549_02,F/522/P,1
2368,2549_03,F/522/P,0
2369,2550_01,G/411/P,1
2370,2551_01,F/523/P,0
2371,2552_01,F/492/S,1
2372,2552_02,G/408/S,1
2373,2552_03,G/408/S,1
2374,2553_01,D/87/S,1
2375,2555_01,B/78/P,1
2376,2555_02,B/78/P,1
2377,2557_01,C/92/S,1
2378,2558_01,F/525/P,1
2379,2558_02,F/525/P,1
2380,2558_03,F/525/P,1
2381,2558_04,F/525/P,1
2382,2559_01,,0
2383,2560_01,G/412/P,1
2384,2560_02,G/412/P,0
2385,2560_03,G/412/P,0
2386,2561_01,E/178/S,0
2387,2562_01,F/526/P,1
2388,2562_02,F/526/P,0
2389,2564_01,E/179/S,1
2390,2565_01,F/527/P,1
2391,2565_02,E/155/P,0
2392,2571_01,G/414/P,1
2393,2572_01,C/93/S,1
2394,2572_02,C/93/S,1
2395,2573_01,C/90/P,1
2396,2574_01,F/496/S,0
2397,2578_01,F/498/S,0
2398,2580_01,G/412/S,0
2399,2581_01,E/156/P,0
2400,2581_02,F/531/P,0
2401,2582_01,G/415/P,0
2402,2584_01,G/417/P,0
2403,2588_01,G/419/P,1
2404,2589_01,C/91/P,1
2405,2589_02,C/91/P,1
2406,2589_03,C/91/P,0
2407,2589_04,C/91/P,0
2408,2589_05,C/91/P,1
2409,2590_01,G/420/P,0
2410,2590_02,G/420/P,0
2411,2590_03,G/420/P,1
2412,2591_01,F/499/S,0
2413,2591_02,G/413/S,0
2414,2592_01,D/75/P,0
2415,2592_02,D/75/P,0
2416,2593_01,G/421/P,0
2417,2594_01,B/98/S,1
2418,2595_01,F/533/P,1
2419,2595_02,F/533/P,1
2420,2595_03,D/76/P,0
2421,2595_04,F/533/P,1
2422,2596_01,D/77/P,0
2423,2596_02,F/534/P,1
2424,2597_01,F/500/S,1
2425,2597_02,F/500/S,0
2426,2598_01,F/535/P,0
2427,2599_01,,0
2428,2601_01,F/536/P,1
2429,2602_01,E/158/P,0
2430,2602_02,E/158/P,1
2431,2602_03,E/158/P,0
2432,2605_01,D/88/S,1
2433,2606_01,F/537/P,0
2434,2606_02,F/537/P,0
2435,2607_01,B/99/S,1
2436,2607_02,B/99/S,1
2437,2607_03,B/99/S,1
2438,2607_04,B/99/S,1
2439,2609_01,G/416/S,1
2440,2616_01,F/541/P,0
2441,2617_01,G/424/P,0
2442,2618_01,E/159/P,1
2443,2619_01,F/504/S,0
2444,2622_01,F/505/S,0
2445,2624_01,F/542/P,0
2446,2625_01,G/426/P,1
2447,2625_02,E/160/P,0
2448,2626_01,F/543/P,0
2449,2627_01,F/544/P,0
2450,2628_01,A/21/P,1
2451,2628_02,A/21/P,0
2452,2629_01,G/427/P,0
2453,2631_01,F/545/P,1
2454,2633_01,G/428/P,0
2455,2634_01,F/508/S,1
2456,2635_01,D/78/P,1
2457,2636_01,G/419/S,0
2458,2638_01,E/181/S,0
2459,2640_01,F/510/S,0
2460,2641_01,G/420/S,0
2461,2642_01,G/430/P,0
2462,2643_01,F/511/S,0
2463,2645_01,C/95/S,1
2464,2645_02,C/95/S,0
2465,2645_03,C/95/S,1
2466,2645_04,C/95/S,1
2467,2645_05,C/95/S,1
2468,2646_01,B/80/P,0
2469,2647_01,F/547/P,0
2470,2648_01,G/421/S,0
2471,2649_01,D/79/P,0
2472,2650_01,G/431/P,0
2473,2651_01,B/100/S,1
2474,2652_01,F/513/S,1
2475,2655_01,G/422/S,0
2476,2657_01,F/514/S,0
2477,2658_01,F/549/P,0
2478,2659_01,E/182/S,1
2479,2660_01,F/550/P,0
2480,2661_01,F/515/S,0
2481,2661_02,G/423/S,1
2482,2662_01,F/551/P,0
2483,2663_01,F/552/P,1
2484,2664_01,E/183/S,1
2485,2666_01,E/184/S,0
2486,2666_02,E/184/S,0
2487,2668_01,F/516/S,0
2488,2668_02,G/424/S,0
2489,2670_01,G/432/P,0
2490,2671_01,F/554/P,0
2491,2672_01,F/555/P,0
2492,2675_01,C/97/S,1
2493,2676_01,B/81/P,1
2494,2677_01,D/90/S,0
2495,2678_01,F/517/S,1
2496,2679_01,G/426/S,0
2497,2682_01,G/434/P,0
2498,2683_01,A/32/S,1
2499,2684_01,B/83/P,0
2500,2685_01,G/435/P,0
2501,2687_01,F/556/P,1
2502,2688_01,F/557/P,0
2503,2690_01,E/185/S,1
2504,2691_01,F/558/P,0
2505,2692_01,,0
2506,2693_01,A/22/P,0
2507,2693_02,A/22/P,0
2508,2693_03,A/22/P,0
2509,2693_04,A/22/P,0
2510,2695_01,E/186/S,0
2511,2697_01,D/91/S,0
2512,2698_01,C/94/P,0
2513,2700_01,F/520/S,0
2514,2701_01,G/428/S,1
2515,2702_01,G/437/P,1
2516,2703_01,G/429/S,0
2517,2704_01,F/521/S,0
2518,2706_01,B/102/S,1
2519,2707_01,B/103/S,1
2520,2707_02,B/103/S,1
2521,2708_01,F/522/S,1
2522,2709_01,F/523/S,1
2523,2709_02,F/523/S,1
2524,2709_03,F/523/S,0
2525,2709_04,F/523/S,1
2526,2712_01,B/105/S,1
2527,2713_01,G/438/P,1
2528,2714_01,F/561/P,0
2529,2717_01,G/431/S,0
2530,2718_01,B/106/S,1
2531,2720_01,G/439/P,0
2532,2720_02,G/439/P,0
2533,2720_03,G/439/P,1
2534,2721_01,F/563/P,0
2535,2722_01,D/93/S,1
2536,2723_01,C/99/S,1
2537,2723_02,C/99/S,1
2538,2724_01,F/564/P,1
2539,2724_02,F/564/P,0
2540,2725_01,F/565/P,0
2541,2726_01,G/440/P,0
2542,2727_01,F/525/S,0
2543,2729_01,G/432/S,1
2544,2730_01,G/433/S,1
2545,2730_02,F/527/S,0
2546,2730_03,G/433/S,1
2547,2732_01,G/435/S,1
2548,2732_02,G/435/S,0
2549,2734_01,F/567/P,1
2550,2736_01,D/81/P,0
2551,2737_01,C/100/S,1
2552,2737_02,C/100/S,0
2553,2738_01,E/187/S,0
2554,2739_01,G/442/P,1
2555,2740_01,E/163/P,1
2556,2741_01,E/164/P,0
2557,2743_01,F/528/S,0
2558,2745_01,F/568/P,0
2559,2746_01,F/569/P,0
2560,2747_01,F/570/P,1
2561,2748_01,F/529/S,1
2562,2750_01,F/571/P,1
2563,2751_01,F/530/S,1
2564,2752_01,G/444/P,0
2565,2752_02,G/444/P,0
2566,2752_03,E/165/P,1
2567,2753_01,E/188/S,0
2568,2754_01,E/166/P,0
2569,2755_01,B/85/P,1
2570,2756_01,F/572/P,0
2571,2758_01,G/446/P,1
2572,2759_01,E/167/P,0
2573,2760_01,G/438/S,0
2574,2760_02,G/438/S,0
2575,2760_03,G/438/S,1
2576,2762_01,G/439/S,0
2577,2762_02,G/439/S,0
2578,2763_01,E/168/P,1
2579,2764_01,E/189/S,1
2580,2765_01,F/532/S,0
2581,2768_01,F/533/S,1
2582,2768_02,G/442/S,0
2583,2768_03,G/442/S,0
2584,2769_01,F/573/P,0
2585,2770_01,G/443/S,0
2586,2772_01,G/444/S,0
2587,2773_01,D/94/S,0
2588,2774_01,F/575/P,0
2589,2774_02,F/575/P,0
2590,2774_03,F/575/P,0
2591,2778_01,D/82/P,1
2592,2778_02,F/576/P,1
2593,2780_01,F/578/P,0
2594,2781_01,G/447/P,0
2595,2783_01,D/83/P,1
2596,2783_02,D/83/P,0
2597,2784_01,G/448/P,1
2598,2785_01,C/102/S,1
2599,2786_01,E/190/S,1
2600,2787_01,F/535/S,0
2601,2788_01,G/449/P,0
2602,2789_01,G/450/P,0
2603,2790_01,B/86/P,1
2604,2790_02,B/86/P,0
2605,2790_03,B/86/P,0
2606,2790_04,B/86/P,0
2607,2790_05,B/86/P,1
2608,2792_01,G/446/S,1
2609,2793_01,E/169/P,1
2610,2795_01,C/103/S,1
2611,2795_02,C/103/S,0
2612,2796_01,F/536/S,0
2613,2797_01,F/580/P,0
2614,2798_01,A/23/P,0
2615,2798_02,A/23/P,1
2616,2799_01,G/447/S,0
2617,2799_02,G/447/S,1
2618,2801_01,B/87/P,0
2619,2802_01,F/581/P,1
2620,2805_01,F/582/P,0
2621,2806_01,D/95/S,0
2622,2807_01,E/171/P,0
2623,2807_02,G/452/P,0
2624,2807_03,G/452/P,1
2625,2809_01,G/453/P,1
2626,2810_01,G/454/P,0
2627,2811_01,F/537/S,0
2628,2812_01,F/538/S,1
2629,2813_01,G/449/S,1
2630,2814_01,G/455/P,1
2631,2817_01,F/584/P,0
2632,2818_01,F/585/P,1
2633,2818_02,F/585/P,1
2634,2818_03,F/585/P,1
2635,2819_01,F/586/P,0
2636,2820_01,G/457/P,1
2637,2821_01,G/458/P,1
2638,2822_01,G/450/S,1
2639,2822_02,G/450/S,0
2640,2822_03,G/450/S,1
2641,2822_04,G/450/S,1
2642,2822_05,G/450/S,0
2643,2823_01,F/587/P,1
2644,2824_01,C/104/S,1
2645,2825_01,F/539/S,1
2646,2826_01,C/96/P,0
2647,2826_02,C/96/P,0
2648,2831_01,D/86/P,1
2649,2831_02,D/86/P,0
2650,2832_01,E/173/P,0
2651,2834_01,C/105/S,1
2652,2835_01,A/24/P,0
2653,2837_01,F/588/P,0
2654,2838_01,E/174/P,0
2655,2839_01,C/107/S,1
2656,2840_01,F/540/S,0
2657,2843_01,E/175/P,0
2658,2846_01,G/452/S,1
2659,2847_01,G/464/P,1
2660,2852_01,G/465/P,0
2661,2853_01,F/544/S,1
2662,2854_01,F/591/P,0
2663,2856_01,C/108/S,0
2664,2857_01,F/545/S,0
2665,2858_01,C/109/S,1
2666,2858_02,C/109/S,1
2667,2858_03,C/109/S,1
2668,2859_01,C/98/P,1
2669,2860_01,F/546/S,1
2670,2861_01,F/547/S,1
2671,2862_01,E/193/S,1
2672,2863_01,G/466/P,0
2673,2865_01,D/88/P,0
2674,2865_02,D/88/P,1
2675,2866_01,C/110/S,1
2676,2867_01,D/89/P,0
2677,2867_02,E/176/P,0
2678,2869_01,G/467/P,1
2679,2870_01,G/454/S,1
2680,2871_01,B/88/P,1
2681,2871_02,B/88/P,1
2682,2872_01,G/455/S,1
2683,2873_01,E/194/S,0
2684,2875_01,B/107/S,1
2685,2876_01,G/456/S,0
2686,2877_01,F/592/P,0
2687,2878_01,F/593/P,1
2688,2880_01,G/468/P,0
2689,2881_01,G/457/S,0
2690,2882_01,G/458/S,0
2691,2883_01,F/595/P,1
2692,2884_01,D/90/P,0
2693,2887_01,G/459/S,0
2694,2888_01,F/597/P,0
2695,2890_01,B/89/P,0
2696,2890_02,B/89/P,1
2697,2891_01,G/460/S,0
2698,2892_01,G/469/P,1
2699,2892_02,G/469/P,0
2700,2892_03,G/469/P,1
2701,2892_04,F/598/P,0
2702,2892_05,G/469/P,0
2703,2893_01,G/470/P,0
2704,2894_01,F/599/P,0
2705,2897_01,G/461/S,1
2706,2899_01,F/600/P,0
2707,2900_01,,1
2708,2901_01,F/601/P,0
2709,2901_02,F/601/P,1
2710,2902_01,G/471/P,0
2711,2905_01,G/462/S,0
2712,2906_01,G/463/S,0
2713,2907_01,F/552/S,1
2714,2908_01,G/464/S,0
2715,2908_02,F/553/S,0
2716,2909_01,G/473/P,0
2717,2910_01,F/602/P,0
2718,2912_01,E/178/P,0
2719,2913_01,F/603/P,0
2720,2919_01,D/96/S,1
2721,2919_02,F/555/S,1
2722,2919_03,F/555/S,1
2723,2920_01,F/606/P,1
2724,2925_01,F/609/P,1
2725,2925_02,F/609/P,1
2726,2926_01,,0
2727,2927_01,F/611/P,1
2728,2928_01,B/92/P,0
2729,2928_02,B/92/P,1
2730,2928_03,B/92/P,1
2731,2929_01,G/467/S,1
2732,2930_01,G/474/P,0
2733,2934_01,F/557/S,0
2734,2935_01,T/2/P,0
2735,2936_01,G/468/S,0
2736,2938_01,C/100/P,1
2737,2940_01,F/615/P,1
2738,2941_01,G/477/P,0
2739,2942_01,F/558/S,0
2740,2943_01,G/478/P,0
2741,2944_01,F/559/S,0
2742,2944_02,G/469/S,0
2743,2944_03,G/469/S,0
2744,2944_04,G/469/S,1
2745,2945_01,G/479/P,1
2746,2948_01,C/112/S,1
2747,2949_01,G/482/P,0
2748,2950_01,F/617/P,0
2749,2953_01,E/179/P,1
2750,2954_01,F/619/P,1
2751,2956_01,G/470/S,0
2752,2958_01,F/561/S,0
2753,2959_01,F/620/P,0
2754,2960_01,F/562/S,0
2755,2961_01,F/621/P,0
2756,2962_01,E/180/P,0
2757,2964_01,A/35/S,0
2758,2965_01,F/622/P,0
2759,2966_01,E/181/P,1
2760,2968_01,G/485/P,1
2761,2969_01,G/486/P,0
2762,2970_01,,0
2763,2971_01,T/3/P,1
2764,2972_01,E/182/P,1
2765,2975_01,F/564/S,0
2766,2979_01,B/93/P,0
2767,2982_01,B/111/S,1
2768,2983_01,E/183/P,1
2769,2984_01,D/97/S,0
2770,2986_01,E/197/S,0
2771,2988_01,A/36/S,0
2772,2990_01,G/472/S,1
2773,2992_01,F/570/S,0
2774,2993_01,F/571/S,0
2775,2994_01,E/198/S,0
2776,2995_01,B/94/P,1
2777,2995_02,B/94/P,1
2778,2996_01,F/626/P,0
2779,2998_01,C/113/S,1
2780,3000_01,F/627/P,0
2781,3001_01,C/101/P,0
2782,3001_02,C/101/P,1
2783,3003_01,C/114/S,1
2784,3004_01,G/473/S,1
2785,3004_02,F/572/S,0
2786,3005_01,F/573/S,1
2787,3006_01,G/474/S,0
2788,3009_01,E/185/P,1
2789,3010_01,B/96/P,0
2790,3012_01,G/475/S,0
2791,3013_01,F/629/P,0
2792,3014_01,C/115/S,0
2793,3015_01,E/199/S,1
2794,3018_01,F/630/P,0
2795,3019_01,E/187/P,0
2796,3020_01,B/112/S,0
2797,3021_01,G/476/S,0
2798,3021_02,F/574/S,0
2799,3022_01,C/102/P,0
2800,3022_02,C/102/P,0
2801,3023_01,F/631/P,1
2802,3024_01,F/632/P,1
2803,3025_01,G/477/S,1
2804,3025_02,G/477/S,0
2805,3026_01,G/492/P,0
2806,3027_01,G/493/P,0
2807,3029_01,C/103/P,0
2808,3029_02,C/103/P,1
2809,3030_01,B/97/P,1
2810,3030_02,B/97/P,1
2811,3032_01,G/478/S,0
2812,3032_02,G/478/S,0
2813,3032_03,G/478/S,0
2814,3032_04,F/575/S,0
2815,3033_01,G/479/S,0
2816,3034_01,,0
2817,3036_01,F/634/P,0
2818,3038_01,F/576/S,0
2819,3039_01,A/37/S,0
2820,3040_01,F/577/S,0
2821,3042_01,F/578/S,0
2822,3044_01,F/636/P,0
2823,3045_01,G/480/S,0
2824,3047_01,E/190/P,1
2825,3047_02,E/190/P,0
2826,3048_01,E/200/S,0
2827,3050_01,E/191/P,1
2828,3053_01,,0
2829,3054_01,F/579/S,0
2830,3055_01,F/637/P,0
2831,3060_01,F/581/S,0
2832,3060_02,D/98/S,0
2833,3060_03,E/201/S,0
2834,3061_01,F/638/P,0
2835,3061_02,G/498/P,0
2836,3062_01,D/99/S,0
2837,3063_01,G/499/P,1
2838,3063_02,G/499/P,1
2839,3063_03,E/192/P,0
2840,3064_01,G/482/S,1
2841,3065_01,D/94/P,1
2842,3066_01,E/193/P,0
2843,3067_01,G/483/S,1
2844,3068_01,G/500/P,0
2845,3070_01,G/501/P,1
2846,3071_01,B/113/S,1
2847,3071_02,B/113/S,0
2848,3073_01,F/640/P,1
2849,3076_01,G/502/P,1
2850,3079_01,F/642/P,0
2851,3080_01,F/584/S,0
2852,3081_01,C/118/S,1
2853,3081_02,C/118/S,1
2854,3082_01,G/503/P,1
2855,3083_01,D/100/S,0
2856,3084_01,D/101/S,1
2857,3085_01,G/504/P,0
2858,3087_01,G/505/P,1
2859,3088_01,A/25/P,0
2860,3090_01,B/115/S,1
2861,3091_01,,0
2862,3091_02,D/102/S,1
2863,3092_01,G/506/P,0
2864,3093_01,E/194/P,1
2865,3095_01,F/585/S,0
2866,3096_01,D/103/S,1
2867,3099_01,E/203/S,1
2868,3100_01,G/485/S,0
2869,3100_02,F/586/S,1
2870,3100_03,G/485/S,1
2871,3102_01,B/101/P,1
2872,3103_01,B/102/P,0
2873,3104_01,G/507/P,1
2874,3104_02,G/507/P,1
2875,3110_01,G/509/P,1
2876,3111_01,D/95/P,0
2877,3112_01,G/488/S,0
2878,3113_01,D/96/P,1
2879,3113_02,D/96/P,1
2880,3114_01,D/97/P,0
2881,3116_01,F/645/P,0
2882,3117_01,F/646/P,0
2883,3118_01,G/510/P,0
2884,3119_01,G/490/S,0
2885,3120_01,E/204/S,1
2886,3120_02,E/204/S,0
2887,3121_01,G/491/S,1
2888,3123_01,G/511/P,1
2889,3124_01,F/648/P,1
2890,3124_02,F/648/P,1
2891,3124_03,F/648/P,1
2892,3126_01,B/116/S,1
2893,3126_02,B/116/S,1
2894,3128_01,G/512/P,0
2895,3130_01,F/588/S,0
2896,3131_01,G/492/S,1
2897,3131_02,G/492/S,1
2898,3131_03,G/492/S,1
2899,3132_01,F/649/P,1
2900,3133_01,G/513/P,0
2901,3134_01,C/119/S,1
2902,3136_01,G/514/P,1
2903,3138_01,,0
2904,3140_01,E/206/S,0
2905,3142_01,F/591/S,0
2906,3142_02,F/591/S,0
2907,3143_01,F/592/S,1
2908,3145_01,F/652/P,1
2909,3147_01,F/594/S,1
2910,3149_01,G/494/S,1
2911,3149_02,G/494/S,1
2912,3152_01,G/496/S,0
2913,3158_01,D/100/P,0
2914,3159_01,F/654/P,1
2915,3161_01,E/208/S,0
2916,3162_01,G/500/S,1
2917,3162_02,F/596/S,0
2918,3162_03,G/500/S,0
2919,3163_01,F/656/P,0
2920,3163_02,F/656/P,0
2921,3164_01,G/516/P,0
2922,3166_01,F/657/P,1
2923,3168_01,F/658/P,1
2924,3169_01,F/598/S,1
2925,3171_01,G/502/S,1
2926,3172_01,F/659/P,0
2927,3174_01,D/101/P,1
2928,3174_02,F/660/P,1
2929,3175_01,B/104/P,1
2930,3176_01,E/196/P,1
2931,3179_01,F/599/S,0
2932,3180_01,F/663/P,0
2933,3181_01,E/197/P,0
2934,3182_01,F/600/S,1
2935,3184_01,B/117/S,1
2936,3184_02,B/117/S,1
2937,3185_01,F/601/S,0
2938,3188_01,E/209/S,0
2939,3189_01,D/102/P,1
2940,3189_02,D/102/P,0
2941,3191_01,F/603/S,1
2942,3192_01,F/665/P,0
2943,3193_01,F/666/P,1
2944,3195_01,G/505/S,0
2945,3195_02,G/505/S,0
2946,3195_03,G/505/S,1
2947,3195_04,G/505/S,0
2948,3195_05,,0
2949,3195_06,G/505/S,0
2950,3196_01,F/667/P,0
2951,3197_01,F/668/P,0
2952,3200_01,F/669/P,0
2953,3201_01,F/670/P,0
2954,3203_01,G/506/S,0
2955,3204_01,A/27/P,0
2956,3204_02,A/27/P,0
2957,3204_03,A/27/P,0
2958,3205_01,G/507/S,1
2959,3206_01,G/520/P,0
2960,3209_01,F/672/P,1
2961,3210_01,E/211/S,0
2962,3210_02,E/211/S,0
2963,3210_03,E/211/S,0
2964,3211_01,F/673/P,0
2965,3211_02,G/521/P,0
2966,3211_03,G/521/P,0
2967,3212_01,E/212/S,0
2968,3213_01,D/103/P,0
2969,3215_01,G/508/S,1
2970,3216_01,G/509/S,1
2971,3216_02,G/509/S,1
2972,3216_03,E/213/S,1
2973,3217_01,E/198/P,0
2974,3218_01,F/606/S,1
2975,3218_02,F/606/S,0
2976,3218_03,G/510/S,0
2977,3219_01,E/214/S,0
2978,3220_01,G/522/P,0
2979,3221_01,G/511/S,0
2980,3223_01,G/523/P,0
2981,3224_01,F/607/S,1
2982,3225_01,C/120/S,1
2983,3225_02,C/120/S,1
2984,3227_01,G/513/S,0
2985,3229_01,B/118/S,1
2986,3230_01,F/674/P,1
2987,3232_01,F/609/S,1
2988,3235_01,F/610/S,0
2989,3236_01,G/524/P,1
2990,3236_02,F/676/P,0
2991,3236_03,E/200/P,0
2992,3237_01,D/104/P,0
2993,3237_02,F/677/P,1
2994,3237_03,D/104/P,0
2995,3238_01,E/215/S,0
2996,3239_01,G/515/S,1
2997,3240_01,E/216/S,0
2998,3241_01,G/525/P,0
2999,3243_01,G/516/S,0
3000,3247_01,E/202/P,0
3001,3248_01,G/526/P,0
3002,3252_01,F/613/S,0
3003,3253_01,G/528/P,0
3004,3254_01,C/121/S,1
3005,3255_01,G/517/S,1
3006,3256_01,E/217/S,1
3007,3258_01,G/529/P,0
3008,3259_01,G/530/P,0
3009,3260_01,F/615/S,0
3010,3262_01,F/681/P,0
3011,3268_01,E/219/S,0
3012,3269_01,C/122/S,1
3013,3270_01,G/531/P,1
3014,3271_01,G/532/P,0
3015,3271_02,G/532/P,1
3016,3272_01,G/518/S,1
3017,3272_02,G/518/S,1
3018,3273_01,G/519/S,0
3019,3274_01,G/533/P,1
3020,3274_02,G/533/P,0
3021,3274_03,G/533/P,0
3022,3275_01,F/617/S,1
3023,3276_01,A/29/P,0
3024,3279_01,C/123/S,1
3025,3279_02,C/123/S,1
3026,3279_03,C/123/S,1
3027,3279_04,C/123/S,1
3028,3280_01,G/534/P,1
3029,3280_02,F/684/P,0
3030,3282_01,B/120/S,1
